id_proposta,nome_do_deputado,nome_do_partido,uf,voto
1342019,Angela Amin,PP,Santa Catarina (SC),Sim
1342019,Carmen Zanotto,Cidadania,Santa Catarina (SC),Sim
1342019,Coronel Armando,PSL,Santa Catarina (SC),Sim
1342019,Darci de Matos,PSD,Santa Catarina (SC),Sim
1342019,Fabio Schiochet,PSL,Santa Catarina (SC),Sim
1342019,Geovania de Sá,PSDB,Santa Catarina (SC),Sim
1342019,Gilson Marques,Novo,Santa Catarina (SC),Sim
1342019,Hélio Costa,Republican,Santa Catarina (SC),Sim
1342019,Pedro Uczai,PT,Santa Catarina (SC),Sim
1342019,Ricardo Guidi,PSD,Santa Catarina (SC),Sim
1342019,Afonso Hamm,PP,Rio Grande do Sul (RS),Sim
1342019,Bibo Nunes,PSL,Rio Grande do Sul (RS),Sim
1342019,Carlos Gomes,Republican,Rio Grande do Sul (RS),Sim
1342019,Daniel Trzeciak,PSDB,Rio Grande do Sul (RS),Sim
1342019,Giovani Feltes,MDB,Rio Grande do Sul (RS),Sim
1342019,Jerônimo Goergen,PP,Rio Grande do Sul (RS),Sim
1342019,Liziane Bayer,PSB,Rio Grande do Sul (RS),Sim
1342019,Lucas Redecker,PSDB,Rio Grande do Sul (RS),Sim
1342019,Marcelo Brum,PSL,Rio Grande do Sul (RS),Sim
1342019,Nereu Crispim,PSL,Rio Grande do Sul (RS),Sim
1342019,Osmar Terra,MDB,Rio Grande do Sul (RS),Sim
1342019,Paulo Pimenta,PT,Rio Grande do Sul (RS),Sim
1342019,Sanderson,PSL,Rio Grande do Sul (RS),Sim
1342019,Haroldo Cathedral,PSD,Roraima (RR),Sim
1342019,Jhonatan de Jesus,Republican,Roraima (RR),Sim
1342019,Joenia Wapichana,Rede,Roraima (RR),Sim
1342019,Ottaci Nascimento,Solidaried,Roraima (RR),Sim
1342019,Acácio Favacho,PROS,Amapá (AP),Sim
1342019,André Abdon,PP,Amapá (AP),Sim
1342019,Camilo Capiberibe,PSB,Amapá (AP),Não
1342019,Leda Sadala,Avante,Amapá (AP),Sim
1342019,Pedro Dalua,PSC,Amapá (AP),Sim
1342019,Vinicius Gurgel,PL,Amapá (AP),Sim
1342019,Airton Faleiro,PT,Pará (PA),Não
1342019,Beto Faro,PT,Pará (PA),Não
1342019,Cássio Andrade,PSB,Pará (PA),Sim
1342019,Cristiano Vale,PL,Pará (PA),Sim
1342019,Delegado Éder Mauro,PSD,Pará (PA),Sim
1342019,Eduardo Costa,PTB,Pará (PA),Sim
1342019,Elcione Barbalho,MDB,Pará (PA),Sim
1342019,Hélio Leite,DEM,Pará (PA),Sim
1342019,Joaquim Passarinho,PSD,Pará (PA),Sim
1342019,Júnior Ferrari,PSD,Pará (PA),Sim
1342019,Nilson Pinto,PSDB,Pará (PA),Não
1342019,Vivi Reis,PSOL,Pará (PA),Não
1342019,Capitão Alberto Neto,Republican,Amazonas (AM),Sim
1342019,Delegado Pablo,PSL,Amazonas (AM),Sim
1342019,José Ricardo,PT,Amazonas (AM),Não
1342019,Marcelo Ramos,PL,Amazonas (AM),Sim
1342019,Sidney Leite,PSD,Amazonas (AM),Sim
1342019,Coronel Chrisóstomo,PSL,Rondonia (RO),Sim
1342019,Expedito Netto,PSD,Rondonia (RO),Sim
1342019,Jaqueline Cassol,PP,Rondonia (RO),Sim
1342019,Léo Moraes,Podemos,Rondonia (RO),Sim
1342019,Mariana Carvalho,PSDB,Rondonia (RO),Sim
1342019,Mauro Nazif,PSB,Rondonia (RO),Sim
1342019,Silvia Cristina,PDT,Rondonia (RO),Sim
1342019,Alan Rick,DEM,Acre (AC),Sim
1342019,Dra. Vanda Milani,Solidaried,Acre (AC),Sim
1342019,Flaviano Melo,MDB,Acre (AC),Sim
1342019,Jesus Sérgio,PDT,Acre (AC),Não
1342019,Leo de Brito,PT,Acre (AC),Não
1342019,Mara Rocha,PSDB,Acre (AC),Sim
1342019,Carlos Henrique Gaguim,DEM,Tocantins (TO),Sim
1342019,Célio Moura,PT,Tocantins (TO),Não
1342019,Dulce Miranda,MDB,Tocantins (TO),Sim
1342019,Eli Borges,Solidaried,Tocantins (TO),Não
1342019,Professora Dorinha Seabra Rezende,DEM,Tocantins (TO),Sim
1342019,Tiago Dimas,Solidaried,Tocantins (TO),Sim
1342019,Aluisio Mendes,PSC,Maranhão (MA),Sim
1342019,Bira do Pindaré,PSB,Maranhão (MA),Não
1342019,Cleber Verde,Republican,Maranhão (MA),Sim
1342019,Edilázio Júnior,PSD,Maranhão (MA),Sim
1342019,Gastão Vieira,PROS,Maranhão (MA),Sim
1342019,Gil Cutrim,Republican,Maranhão (MA),Sim
1342019,Josimar Maranhãozinho,PL,Maranhão (MA),Sim
1342019,Josivaldo JP,Podemos,Maranhão (MA),Sim
1342019,Pastor Gil,PL,Maranhão (MA),Sim
1342019,Pedro Lucas Fernandes,PTB,Maranhão (MA),Sim
1342019,Rubens Pereira Júnior,PCdoB,Maranhão (MA),Não
1342019,Zé Carlos,PT,Maranhão (MA),Não
1342019,AJ Albuquerque,PP,Ceará (CE),Sim
1342019,André Figueiredo,PDT,Ceará (CE),Não
1342019,Aníbal Gomes,DEM,Ceará (CE),Sim
1342019,Célio Studart,PV,Ceará (CE),Não
1342019,Eduardo Bismarck,PDT,Ceará (CE),Não
1342019,Genecias Noronha,Solidaried,Ceará (CE),Sim
1342019,Heitor Freire,PSL,Ceará (CE),Sim
1342019,Idilvan Alencar,PDT,Ceará (CE),Não
1342019,José Airton Félix Cirilo,PT,Ceará (CE),Não
1342019,José Guimarães,PT,Ceará (CE),Não
1342019,Leônidas Cristino,PDT,Ceará (CE),Não
1342019,Luizianne Lins,PT,Ceará (CE),Não
1342019,Pedro Augusto Bezerra,PTB,Ceará (CE),Sim
1342019,Átila Lira,PP,Piauí (PI),Sim
1342019,Capitão Fábio Abreu,PL,Piauí (PI),Sim
1342019,Flávio Nogueira,PDT,Piauí (PI),Sim
1342019,Iracema Portella,PP,Piauí (PI),Sim
1342019,Júlio Cesar,PSD,Piauí (PI),Sim
1342019,Marcos Aurélio Sampaio,MDB,Piauí (PI),Sim
1342019,Margarete Coelho,PP,Piauí (PI),Sim
1342019,Marina Santos,PL,Piauí (PI),Sim
1342019,Merlong Solano,PT,Piauí (PI),Não
1342019,Rejane Dias,PT,Piauí (PI),Não
1342019,Benes Leocádio,Republican,Rio Grande do Norte (RN),Sim
1342019,Beto Rosado,PP,Rio Grande do Norte (RN),Sim
1342019,Carla Dickson,PROS,Rio Grande do Norte (RN),Sim
1342019,General Girão,PSL,Rio Grande do Norte (RN),Sim
1342019,João Maia,PL,Rio Grande do Norte (RN),Sim
1342019,Walter Alves,MDB,Rio Grande do Norte (RN),Sim
1342019,Aguinaldo Ribeiro,PP,Paraíba (PB),Sim
1342019,Edna Henrique,PSDB,Paraíba (PB),Sim
1342019,Frei Anastacio Ribeiro,PT,Paraíba (PB),Não
1342019,Gervásio Maia,PSB,Paraíba (PB),Não
1342019,Hugo Motta,Republican,Paraíba (PB),Sim
1342019,Julian Lemos,PSL,Paraíba (PB),Sim
1342019,Ruy Carneiro,PSDB,Paraíba (PB),Sim
1342019,Wilson Santiago,PTB,Paraíba (PB),Sim
1342019,Daniel Coelho,Cidadania,Pernambuco (PE),Sim
1342019,Felipe Carreras,PSB,Pernambuco (PE),Sim
1342019,Fernando Coelho Filho,DEM,Pernambuco (PE),Sim
1342019,Fernando Monteiro,PP,Pernambuco (PE),Sim
1342019,Fernando Rodolfo,PL,Pernambuco (PE),Não
1342019,Gonzaga Patriota,PSB,Pernambuco (PE),Sim
1342019,Ossesio Silva,Republican,Pernambuco (PE),Sim
1342019,Pastor Eurico,Patriota,Pernambuco (PE),Sim
1342019,Raul Henry,MDB,Pernambuco (PE),Sim
1342019,Sebastião Oliveira,Avante,Pernambuco (PE),Sim
1342019,Tadeu Alencar,PSB,Pernambuco (PE),Sim
1342019,Wolney Queiroz,PDT,Pernambuco (PE),Não
1342019,Marx Beltrão,PSD,Alagoas (AL),Sim
1342019,Paulão,PT,Alagoas (AL),Não
1342019,Pedro Vilela,PSDB,Alagoas (AL),Sim
1342019,Severino Pessoa,Republican,Alagoas (AL),Sim
1342019,Bosco Costa,PL,Sergipe (SE),Sim
1342019,Fabio Reis,MDB,Sergipe (SE),Sim
1342019,Gustinho Ribeiro,Solidaried,Sergipe (SE),Sim
1342019,João Daniel,PT,Sergipe (SE),Não
1342019,Laercio Oliveira,PP,Sergipe (SE),Sim
1342019,Valdevan Noventa,PL,Sergipe (SE),Sim
1342019,Adolfo Viana,PSDB,Bahia (BA),Sim
1342019,Afonso Florence,PT,Bahia (BA),Não
1342019,Alex Santana,PDT,Bahia (BA),Sim
1342019,Alice Portugal,PCdoB,Bahia (BA),Não
1342019,Antonio Brito,PSD,Bahia (BA),Sim
1342019,Cacá Leão,PP,Bahia (BA),Sim
1342019,Charles Fernandes,PSD,Bahia (BA),Sim
1342019,Elmar Nascimento,DEM,Bahia (BA),Sim
1342019,Félix Mendonça Júnior,PDT,Bahia (BA),Sim
1342019,José Nunes,PSD,Bahia (BA),Sim
1342019,José Rocha,PL,Bahia (BA),Sim
1342019,Joseildo Ramos,PT,Bahia (BA),Não
1342019,Lídice da Mata,PSB,Bahia (BA),Não
1342019,Marcelo Nilo,PSB,Bahia (BA),Não
1342019,Márcio Marinho,Republican,Bahia (BA),Sim
1342019,Mário Negromonte Jr.,PP,Bahia (BA),Sim
1342019,Otto Alencar Filho,PSD,Bahia (BA),Sim
1342019,Pastor Sargento Isidório,Avante,Bahia (BA),Sim
1342019,Paulo Magalhães,PSD,Bahia (BA),Sim
1342019,Professora Dayane Pimentel,PSL,Bahia (BA),Sim
1342019,Raimundo Costa,PL,Bahia (BA),Sim
1342019,Ronaldo Carletto,PP,Bahia (BA),Sim
1342019,Tia Eron,Republican,Bahia (BA),Sim
1342019,Tito,Avante,Bahia (BA),Sim
1342019,Uldurico Junior,PROS,Bahia (BA),Sim
1342019,Valmir Assunção,PT,Bahia (BA),Não
1342019,Waldenor Pereira,PT,Bahia (BA),Não
1342019,Zé Neto,PT,Bahia (BA),Não
1342019,Aécio Neves,PSDB,Minas Gerais (MG),Sim
1342019,Alê Silva,PSL,Minas Gerais (MG),Sim
1342019,André Janones,Avante,Minas Gerais (MG),Sim
1342019,Bilac Pinto,DEM,Minas Gerais (MG),Sim
1342019,Delegado Marcelo Freitas,PSL,Minas Gerais (MG),Sim
1342019,Diego Andrade,PSD,Minas Gerais (MG),Sim
1342019,Dimas Fabiano,PP,Minas Gerais (MG),Sim
1342019,Dr. Frederico,Patriota,Minas Gerais (MG),Sim
1342019,Emidinho Madeira,PSB,Minas Gerais (MG),Sim
1342019,Eros Biondini,PROS,Minas Gerais (MG),Sim
1342019,Euclydes Pettersen,PSC,Minas Gerais (MG),Sim
1342019,Fábio Ramalho,MDB,Minas Gerais (MG),Sim
1342019,Franco Cartafina,PP,Minas Gerais (MG),Sim
1342019,Gilberto Abramo,Republican,Minas Gerais (MG),Sim
1342019,Greyce Elias,Avante,Minas Gerais (MG),Sim
1342019,Júlio Delgado,PSB,Minas Gerais (MG),Não
1342019,Junio Amaral,PSL,Minas Gerais (MG),Sim
1342019,Leonardo Monteiro,PT,Minas Gerais (MG),Não
1342019,Lincoln Portela,PL,Minas Gerais (MG),Sim
1342019,Lucas Gonzalez,Novo,Minas Gerais (MG),Sim
1342019,Marcelo Álvaro Antônio,PSL,Minas Gerais (MG),Sim
1342019,Marcelo Aro,PP,Minas Gerais (MG),Sim
1342019,Mauro Lopes,MDB,Minas Gerais (MG),Sim
1342019,Padre João,PT,Minas Gerais (MG),Não
1342019,Patrus Ananias,PT,Minas Gerais (MG),Não
1342019,Paulo Abi-Ackel,PSDB,Minas Gerais (MG),Sim
1342019,Paulo Guedes,PT,Minas Gerais (MG),Não
1342019,Reginaldo Lopes,PT,Minas Gerais (MG),Não
1342019,Rogério Correia,PT,Minas Gerais (MG),Não
1342019,Tiago Mitraud,Novo,Minas Gerais (MG),Sim
1342019,Vilson da Fetaemg,PSB,Minas Gerais (MG),Sim
1342019,Weliton Prado,PROS,Minas Gerais (MG),Sim
1342019,Zé Silva,Solidaried,Minas Gerais (MG),Sim
1342019,Amaro Neto,Republican,Espírito Santo (ES),Sim
1342019,Da Vitória,Cidadania,Espírito Santo (ES),Sim
1342019,Dra. Soraya Manato,PSL,Espírito Santo (ES),Sim
1342019,Felipe Rigoni,PSB,Espírito Santo (ES),Não
1342019,Helder Salomão,PT,Espírito Santo (ES),Não
1342019,Lauriete,PSC,Espírito Santo (ES),Sim
1342019,Neucimar Fraga,PSD,Espírito Santo (ES),Sim
1342019,Norma Ayub,DEM,Espírito Santo (ES),Sim
1342019,Ted Conti,PSB,Espírito Santo (ES),Sim
1342019,Aureo Ribeiro,Solidaried,Rio de Janeiro (RJ),Sim
1342019,Carlos Jordy,PSL,Rio de Janeiro (RJ),Sim
1342019,Chico D`Angelo,PDT,Rio de Janeiro (RJ),Não
1342019,Chiquinho Brazão,Avante,Rio de Janeiro (RJ),Sim
1342019,Clarissa Garotinho,PROS,Rio de Janeiro (RJ),Sim
1342019,Delegado Antônio Furtado,PSL,Rio de Janeiro (RJ),Abstenção
1342019,Felício Laterça,PSL,Rio de Janeiro (RJ),Sim
1342019,Gelson Azevedo,PL,Rio de Janeiro (RJ),Sim
1342019,Helio Lopes,PSL,Rio de Janeiro (RJ),Sim
1342019,Hugo Leal,PSD,Rio de Janeiro (RJ),Sim
1342019,Jandira Feghali,PCdoB,Rio de Janeiro (RJ),Não
1342019,Jones Moura,PSD,Rio de Janeiro (RJ),Sim
1342019,Leonardo Picciani,MDB,Rio de Janeiro (RJ),Sim
1342019,Lourival Gomes,PSL,Rio de Janeiro (RJ),Sim
1342019,Luiz Lima,PSL,Rio de Janeiro (RJ),Sim
1342019,Márcio Labre,PSL,Rio de Janeiro (RJ),Sim
1342019,Marcos Soares,DEM,Rio de Janeiro (RJ),Sim
1342019,Paulo Ramos,PDT,Rio de Janeiro (RJ),Não
1342019,Rosangela Gomes,Republican,Rio de Janeiro (RJ),Art. 17
1342019,Soraya Santos,PL,Rio de Janeiro (RJ),Sim
1342019,Sóstenes Cavalcante,DEM,Rio de Janeiro (RJ),Sim
1342019,Talíria Petrone,PSOL,Rio de Janeiro (RJ),Não
1342019,Abou Anni,PSL,São Paulo (SP),Sim
1342019,Adriana Ventura,Novo,São Paulo (SP),Sim
1342019,Alencar Santana Braga,PT,São Paulo (SP),Não
1342019,Alex Manente,Cidadania,São Paulo (SP),Sim
1342019,Alexandre Padilha,PT,São Paulo (SP),Não
1342019,Alexis Fonteyne,Novo,São Paulo (SP),Sim
1342019,Arnaldo Jardim,Cidadania,São Paulo (SP),Sim
1342019,Bozzella,PSL,São Paulo (SP),Sim
1342019,Capitão Augusto,PL,São Paulo (SP),Sim
1342019,Carla Zambelli,PSL,São Paulo (SP),Sim
1342019,Carlos Zarattini,PT,São Paulo (SP),Não
1342019,Cezinha de Madureira,PSD,São Paulo (SP),Sim
1342019,David Soares,DEM,São Paulo (SP),Sim
1342019,Eduardo Bolsonaro,PSL,São Paulo (SP),Sim
1342019,Eli Corrêa Filho,DEM,São Paulo (SP),Sim
1342019,General Peternelli,PSL,São Paulo (SP),Sim
1342019,Guiga Peixoto,PSL,São Paulo (SP),Sim
1342019,Guilherme Derrite,PP,São Paulo (SP),Sim
1342019,Ivan Valente,PSOL,São Paulo (SP),Não
1342019,Joice Hasselmann,PSL,São Paulo (SP),Sim
1342019,Kim Kataguiri,DEM,São Paulo (SP),Sim
1342019,Luiz Carlos Motta,PL,São Paulo (SP),Sim
1342019,Luiz Philippe de Orleans e Bragança,PSL,São Paulo (SP),Sim
1342019,Marcio Alvino,PL,São Paulo (SP),Sim
1342019,Marco Bertaiolli,PSD,São Paulo (SP),Sim
1342019,Maria Rosas,Republican,São Paulo (SP),Sim
1342019,Miguel Lombardi,PL,São Paulo (SP),Sim
1342019,Milton Vieira,Republican,São Paulo (SP),Sim
1342019,Nilto Tatto,PT,São Paulo (SP),Não
1342019,Orlando Silva,PCdoB,São Paulo (SP),Não
1342019,Paulo Teixeira,PT,São Paulo (SP),Não
1342019,Policial Katia Sastre,PL,São Paulo (SP),Sim
1342019,Renata Abreu,Podemos,São Paulo (SP),Sim
1342019,Roberto Alves,Republican,São Paulo (SP),Sim
1342019,Roberto de Lucena,Podemos,São Paulo (SP),Sim
1342019,Rodrigo Agostinho,PSB,São Paulo (SP),Não
1342019,Rosana Valle,PSB,São Paulo (SP),Sim
1342019,Rui Falcão,PT,São Paulo (SP),Não
1342019,Samuel Moreira,PSDB,São Paulo (SP),Não
1342019,Tabata Amaral,PSB,São Paulo (SP),Não
1342019,Tiririca,PL,São Paulo (SP),Não
1342019,Vicentinho,PT,São Paulo (SP),Não
1342019,Vinicius Poit,Novo,São Paulo (SP),Sim
1342019,Vitor Lippi,PSDB,São Paulo (SP),Sim
1342019,Carlos Bezerra,MDB,Mato Grosso (MT),Sim
1342019,Dr. Leonardo,Solidaried,Mato Grosso (MT),Não
1342019,Emanuel Pinheiro Neto,PTB,Mato Grosso (MT),Não
1342019,José Medeiros,Podemos,Mato Grosso (MT),Sim
1342019,Juarez Costa,MDB,Mato Grosso (MT),Sim
1342019,Professora Rosa Neide,PT,Mato Grosso (MT),Não
1342019,Bia Kicis,PSL,Distrito Federal (DF),Sim
1342019,Erika Kokay,PT,Distrito Federal (DF),Não
1342019,Julio Cesar Ribeiro,Republican,Distrito Federal (DF),Sim
1342019,Luis Miranda,DEM,Distrito Federal (DF),Sim
1342019,Paula Belmonte,Cidadania,Distrito Federal (DF),Sim
1342019,Professor Israel Batista,PV,Distrito Federal (DF),Sim
1342019,Adriano do Baldy,PP,Goiás (GO),Sim
1342019,Célio Silveira,PSDB,Goiás (GO),Sim
1342019,Delegado Waldir,PSL,Goiás (GO),Sim
1342019,Dr. Zacharias Calil,DEM,Goiás (GO),Sim
1342019,Elias Vaz,PSB,Goiás (GO),Não
1342019,Flávia Morais,PDT,Goiás (GO),Sim
1342019,Francisco Jr.,PSD,Goiás (GO),Não
1342019,Glaustin da Fokus,PSC,Goiás (GO),Sim
1342019,João Campos,Republican,Goiás (GO),Sim
1342019,Professor Alcides,PP,Goiás (GO),Sim
1342019,Vitor Hugo,PSL,Goiás (GO),Sim
1342019,Beto Pereira,PSDB,Mato Grosso do Sul (MS),Sim
1342019,Dr. Luiz Ovando,PSL,Mato Grosso do Sul (MS),Sim
1342019,Fábio Trad,PSD,Mato Grosso do Sul (MS),Sim
1342019,Loester Trutis,PSL,Mato Grosso do Sul (MS),Sim
1342019,Vander Loubet,PT,Mato Grosso do Sul (MS),Não
1342019,Aroldo Martins,Republican,Paraná (PR),Sim
1342019,Christiane de Souza Yared,PL,Paraná (PR),Sim
1342019,Diego Garcia,Podemos,Paraná (PR),Sim
1342019,Enio Verri,PT,Paraná (PR),Não
1342019,Felipe Francischini,PSL,Paraná (PR),Sim
1342019,Filipe Barros,PSL,Paraná (PR),Sim
1342019,Gleisi Hoffmann,PT,Paraná (PR),Não
1342019,Gustavo Fruet,PDT,Paraná (PR),Sim
1342019,Leandre,PV,Paraná (PR),Sim
1342019,Luciano Ducci,PSB,Paraná (PR),Sim
1342019,Luizão Goulart,Republican,Paraná (PR),Sim
1342019,Osmar Serraglio,PP,Paraná (PR),Sim
1342019,Paulo Eduardo Martins,PSC,Paraná (PR),Sim
1342019,Reinhold Stephanes Junior,PSD,Paraná (PR),Sim
1342019,Ricardo Barros,PP,Paraná (PR),Sim
1342019,Roman,Patriota,Paraná (PR),Sim
1342019,Rubens Bueno,Cidadania,Paraná (PR),Sim
1342019,Sargento Fahur,PSD,Paraná (PR),Sim
1342019,Toninho Wandscheer,PROS,Paraná (PR),Sim
1342019,Vermelho,PSD,Paraná (PR),Sim
1342019,Angela Amin,PP,Santa Catarina (SC),Sim
1342019,Carlos Chiodini,MDB,Santa Catarina (SC),Sim
1342019,Carmen Zanotto,Cidadania,Santa Catarina (SC),Sim
1342019,Coronel Armando,PSL,Santa Catarina (SC),Sim
1342019,Darci de Matos,PSD,Santa Catarina (SC),Sim
1342019,Fabio Schiochet,PSL,Santa Catarina (SC),Sim
1342019,Geovania de Sá,PSDB,Santa Catarina (SC),Sim
1342019,Gilson Marques,Novo,Santa Catarina (SC),Sim
1342019,Hélio Costa,Republican,Santa Catarina (SC),Sim
1342019,Ricardo Guidi,PSD,Santa Catarina (SC),Sim
1342019,Rodrigo Coelho,PSB,Santa Catarina (SC),Sim
1342019,Afonso Hamm,PP,Rio Grande do Sul (RS),Sim
1342019,Bibo Nunes,PSL,Rio Grande do Sul (RS),Sim
1342019,Bohn Gass,PT,Rio Grande do Sul (RS),Não
1342019,Carlos Gomes,Republican,Rio Grande do Sul (RS),Sim
1342019,Covatti Filho,PP,Rio Grande do Sul (RS),Sim
1342019,Daniel Trzeciak,PSDB,Rio Grande do Sul (RS),Sim
1342019,Liziane Bayer,PSB,Rio Grande do Sul (RS),Sim
1342019,Lucas Redecker,PSDB,Rio Grande do Sul (RS),Sim
1342019,Marcelo Brum,PSL,Rio Grande do Sul (RS),Sim
1342019,Marcon,PT,Rio Grande do Sul (RS),Não
1342019,Maurício Dziedricki,PTB,Rio Grande do Sul (RS),Sim
1342019,Nereu Crispim,PSL,Rio Grande do Sul (RS),Sim
1342019,Osmar Terra,MDB,Rio Grande do Sul (RS),Sim
1342019,Paulo Pimenta,PT,Rio Grande do Sul (RS),Não
1342019,Pedro Westphalen,PP,Rio Grande do Sul (RS),Sim
1342019,Sanderson,PSL,Rio Grande do Sul (RS),Sim
1342019,Haroldo Cathedral,PSD,Roraima (RR),Não
1342019,Jhonatan de Jesus,Republican,Roraima (RR),Não
1342019,Joenia Wapichana,Rede,Roraima (RR),Sim
1342019,Ottaci Nascimento,Solidaried,Roraima (RR),Não
1342019,Acácio Favacho,PROS,Amapá (AP),Não
1342019,André Abdon,PP,Amapá (AP),Não
1342019,Camilo Capiberibe,PSB,Amapá (AP),Sim
1342019,Leda Sadala,Avante,Amapá (AP),Não
1342019,Pedro Dalua,PSC,Amapá (AP),Não
1342019,Vinicius Gurgel,PL,Amapá (AP),Não
1342019,Airton Faleiro,PT,Pará (PA),Sim
1342019,Cássio Andrade,PSB,Pará (PA),Sim
1342019,Cristiano Vale,PL,Pará (PA),Não
1342019,Delegado Éder Mauro,PSD,Pará (PA),Não
1342019,Eduardo Costa,PTB,Pará (PA),Não
1342019,Elcione Barbalho,MDB,Pará (PA),Não
1342019,Hélio Leite,DEM,Pará (PA),Sim
1342019,Joaquim Passarinho,PSD,Pará (PA),Não
1342019,Júnior Ferrari,PSD,Pará (PA),Não
1342019,Nilson Pinto,PSDB,Pará (PA),Não
1342019,Vivi Reis,PSOL,Pará (PA),Sim
1342019,Capitão Alberto Neto,Republican,Amazonas (AM),Não
1342019,Delegado Pablo,PSL,Amazonas (AM),Não
1342019,José Ricardo,PT,Amazonas (AM),Sim
1342019,Sidney Leite,PSD,Amazonas (AM),Não
1342019,Coronel Chrisóstomo,PSL,Rondonia (RO),Não
1342019,Expedito Netto,PSD,Rondonia (RO),Não
1342019,Jaqueline Cassol,PP,Rondonia (RO),Não
1342019,Léo Moraes,Podemos,Rondonia (RO),Sim
1342019,Lucio Mosquini,MDB,Rondonia (RO),Sim
1342019,Mariana Carvalho,PSDB,Rondonia (RO),Não
1342019,Mauro Nazif,PSB,Rondonia (RO),Não
1342019,Silvia Cristina,PDT,Rondonia (RO),Sim
1342019,Alan Rick,DEM,Acre (AC),Sim
1342019,Dra. Vanda Milani,Solidaried,Acre (AC),Não
1342019,Flaviano Melo,MDB,Acre (AC),Não
1342019,Jesus Sérgio,PDT,Acre (AC),Sim
1342019,Leo de Brito,PT,Acre (AC),Sim
1342019,Mara Rocha,PSDB,Acre (AC),Não
1342019,Perpétua Almeida,PCdoB,Acre (AC),Sim
1342019,Carlos Henrique Gaguim,DEM,Tocantins (TO),Não
1342019,Célio Moura,PT,Tocantins (TO),Sim
1342019,Dulce Miranda,MDB,Tocantins (TO),Não
1342019,Professora Dorinha Seabra Rezende,DEM,Tocantins (TO),Sim
1342019,Tiago Dimas,Solidaried,Tocantins (TO),Não
1342019,Aluisio Mendes,PSC,Maranhão (MA),Não
1342019,André Fufuca,PP,Maranhão (MA),Não
1342019,Bira do Pindaré,PSB,Maranhão (MA),Sim
1342019,Cleber Verde,Republican,Maranhão (MA),Não
1342019,Edilázio Júnior,PSD,Maranhão (MA),Não
1342019,Gastão Vieira,PROS,Maranhão (MA),Não
1342019,Hildo Rocha,MDB,Maranhão (MA),Não
1342019,Josimar Maranhãozinho,PL,Maranhão (MA),Não
1342019,Josivaldo JP,Podemos,Maranhão (MA),Não
1342019,Pastor Gil,PL,Maranhão (MA),Não
1342019,Pedro Lucas Fernandes,PTB,Maranhão (MA),Não
1342019,Rubens Pereira Júnior,PCdoB,Maranhão (MA),Sim
1342019,Zé Carlos,PT,Maranhão (MA),Sim
1342019,AJ Albuquerque,PP,Ceará (CE),Não
1342019,André Figueiredo,PDT,Ceará (CE),Sim
1342019,Aníbal Gomes,DEM,Ceará (CE),Não
1342019,Célio Studart,PV,Ceará (CE),Sim
1342019,Eduardo Bismarck,PDT,Ceará (CE),Sim
1342019,Genecias Noronha,Solidaried,Ceará (CE),Não
1342019,Heitor Freire,PSL,Ceará (CE),Não
1342019,Idilvan Alencar,PDT,Ceará (CE),Sim
1342019,José Airton Félix Cirilo,PT,Ceará (CE),Sim
1342019,José Guimarães,PT,Ceará (CE),Sim
1342019,Leônidas Cristino,PDT,Ceará (CE),Sim
1342019,Luizianne Lins,PT,Ceará (CE),Sim
1342019,Pedro Augusto Bezerra,PTB,Ceará (CE),Não
1342019,Átila Lira,PP,Piauí (PI),Não
1342019,Capitão Fábio Abreu,PL,Piauí (PI),Não
1342019,Flávio Nogueira,PDT,Piauí (PI),Não
1342019,Júlio Cesar,PSD,Piauí (PI),Não
1342019,Marcos Aurélio Sampaio,MDB,Piauí (PI),Não
1342019,Margarete Coelho,PP,Piauí (PI),Sim
1342019,Marina Santos,PL,Piauí (PI),Não
1342019,Merlong Solano,PT,Piauí (PI),Sim
1342019,Benes Leocádio,Republican,Rio Grande do Norte (RN),Não
1342019,Beto Rosado,PP,Rio Grande do Norte (RN),Não
1342019,Carla Dickson,PROS,Rio Grande do Norte (RN),Não
1342019,General Girão,PSL,Rio Grande do Norte (RN),Não
1342019,João Maia,PL,Rio Grande do Norte (RN),Não
1342019,Aguinaldo Ribeiro,PP,Paraíba (PB),Não
1342019,Edna Henrique,PSDB,Paraíba (PB),Não
1342019,Frei Anastacio Ribeiro,PT,Paraíba (PB),Sim
1342019,Gervásio Maia,PSB,Paraíba (PB),Sim
1342019,Julian Lemos,PSL,Paraíba (PB),Não
1342019,Ruy Carneiro,PSDB,Paraíba (PB),Não
1342019,Wilson Santiago,PTB,Paraíba (PB),Não
1342019,André Ferreira,PSC,Pernambuco (PE),Não
1342019,Carlos Veras,PT,Pernambuco (PE),Sim
1342019,Daniel Coelho,Cidadania,Pernambuco (PE),Não
1342019,Felipe Carreras,PSB,Pernambuco (PE),Sim
1342019,Fernando Coelho Filho,DEM,Pernambuco (PE),Não
1342019,Fernando Rodolfo,PL,Pernambuco (PE),Sim
1342019,Gonzaga Patriota,PSB,Pernambuco (PE),Sim
1342019,Ossesio Silva,Republican,Pernambuco (PE),Não
1342019,Pastor Eurico,Patriota,Pernambuco (PE),Não
1342019,Raul Henry,MDB,Pernambuco (PE),Sim
1342019,Sebastião Oliveira,Avante,Pernambuco (PE),Não
1342019,Tadeu Alencar,PSB,Pernambuco (PE),Sim
1342019,Túlio Gadêlha,PDT,Pernambuco (PE),Sim
